head	relation	tail
diagnosis_3290	weight	weight_5
diagnosis_3290	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3290	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3290	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3290	treatment	rx_3
rx_3	treatment_code	TREATTX-0000-00064
diagnosis_3290	treatment	rx_476
rx_476	treatment_code	TREATTX-0000-00531
diagnosis_3290	treatment	rx_478
rx_478	treatment_code	TREATTX-0000-00537
diagnosis_3290	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_3290	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_3290	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_3290	treatment	rx_430
rx_430	treatment_code	TREATTX-0000-00504
diagnosis_3290	treatment	rx_26
rx_26	treatment_code	HA008
diagnosis_3290	disease	disease_15
disease_15	main_category	소화기
diagnosis_3290	disease	disease_14
diagnosis_3290	memo	memo_6579
diagnosis_3290	symptom	cc615
diagnosis_3291	pet_number	pet_156-3415
pet_156-3415	species	Canine
pet_156-3415	breed	Pomeranian
pet_156-3415	gender	gender_2
diagnosis_3291	age_group	old-age
diagnosis_3291	age	age_10
diagnosis_3291	weight	weight_2
diagnosis_3291	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3291	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3291	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3291	treatment	rx_494
rx_494	treatment_code	TREATTX-0000-00535
diagnosis_3291	treatment	rx_486
rx_486	treatment_code	TREATTX-0000-00545
diagnosis_3291	treatment	rx_119
rx_119	treatment_code	TREATTX-0003-00004
diagnosis_3291	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3291	treatment	rx_255
rx_255	treatment_code	TREATTX-0002-00032
diagnosis_3291	treatment	rx_177
rx_177	treatment_code	TREATTX-0002-00006
diagnosis_3291	disease	disease_374
disease_374	main_category	신경계
diagnosis_3291	disease	disease_376
diagnosis_3291	memo	memo_6581
diagnosis_3291	symptom	cc1014
diagnosis_3292	pet_number	pet_156-5963
pet_156-5963	species	Canine
pet_156-5963	breed	Pekingese
pet_156-5963	gender	gender_4
diagnosis_3292	age_group	adult
diagnosis_3292	age	age_2
diagnosis_3292	weight	weight_19
diagnosis_3292	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_3292	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3292	treatment	rx_131
rx_131	treatment_code	EK018
diagnosis_3292	treatment	rx_477
rx_477	treatment_code	TREATTX-0000-00543
diagnosis_3292	treatment	rx_476
rx_476	treatment_code	TREATTX-0000-00531
diagnosis_3292	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_3292	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_3292	treatment	rx_12
rx_12	treatment_code	TREATTX-0002-00009
diagnosis_3292	treatment	rx_255
rx_255	treatment_code	TREATTX-0002-00032
diagnosis_3292	disease	disease_2
diagnosis_3292	memo	memo_6583
diagnosis_3292	symptom	cc1071
diagnosis_3293	pet_number	pet_156-5755
pet_156-5755	species	Canine
pet_156-5755	breed	Poodle
pet_156-5755	gender	gender_4
diagnosis_3293	age_group	superaged
diagnosis_3293	age	age_15
diagnosis_3293	weight	weight_55
diagnosis_3293	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_3293	treatment	rx_142
rx_142	treatment_code	JA007
diagnosis_3293	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3293	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_3293	treatment	rx_491
rx_491	treatment_code	TREATTX-0000-00534
diagnosis_3293	treatment	rx_494
rx_494	treatment_code	TREATTX-0000-00535
diagnosis_3293	treatment	rx_20
rx_20	treatment_code	TREATTX-0000-00031
diagnosis_3293	disease	disease_80
disease_80	main_category	호흡기
diagnosis_3293	disease	disease_14
diagnosis_3293	memo	memo_6585
diagnosis_3293	symptom	cc1054
diagnosis_3293	symptom	cc1055
diagnosis_3293	symptom	cc1056
diagnosis_3294	pet_number	pet_156-5818
pet_156-5818	species	Canine
pet_156-5818	breed	Maltese
pet_156-5818	gender	gender_4
diagnosis_3294	age_group	old-age
diagnosis_3294	age	age_9
diagnosis_3294	weight	weight_52
diagnosis_3294	prescription	rx_18
rx_18	prescription_code	8806578028727
diagnosis_3294	prescription	rx_29
rx_29	prescription_code	8806578015017
diagnosis_3294	disease	disease_400
diagnosis_3294	disease	disease_401
diagnosis_3294	disease	disease_18
diagnosis_3294	disease	disease_14
diagnosis_3294	memo	memo_6587
diagnosis_3294	symptom	cc1072
diagnosis_3295	pet_number	pet_156-5755
pet_156-5755	species	Canine
pet_156-5755	breed	Poodle
pet_156-5755	gender	gender_4
diagnosis_3295	age_group	superaged
diagnosis_3295	age	age_15
diagnosis_3295	weight	weight_55
diagnosis_3295	prescription	rx_29
rx_29	prescription_code	8806578015017
diagnosis_3295	disease	disease_402
diagnosis_3295	disease	disease_68
diagnosis_3295	disease	disease_14
diagnosis_3295	memo	memo_6589
diagnosis_3296	pet_number	pet_156-5191
pet_156-5191	species	Canine
pet_156-5191	breed	Shih Tzu
pet_156-5191	gender	gender_3
diagnosis_3296	age_group	old-age
diagnosis_3296	age	age_9
diagnosis_3296	weight	weight_310
diagnosis_3296	prescription	rx_38
rx_38	prescription_code	8806649000324
diagnosis_3296	disease	disease_275
diagnosis_3296	memo	memo_6591
diagnosis_3297	pet_number	pet_156-5962
pet_156-5962	species	Canine
pet_156-5962	breed	Maltese
pet_156-5962	gender	gender_4
diagnosis_3297	age_group	superaged
diagnosis_3297	age	age_16
diagnosis_3297	weight	weight_36
diagnosis_3297	prescription	rx_23
rx_23	prescription_code	8806422007021
diagnosis_3297	prescription	rx_25
rx_25	prescription_code	8806578045632
diagnosis_3297	prescription	rx_26
rx_26	prescription_code	8806578053828
diagnosis_3297	prescription	rx_42
rx_42	prescription_code	8806421050721
diagnosis_3297	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_3297	disease	disease_403
diagnosis_3297	disease	disease_111
diagnosis_3297	memo	memo_6593
diagnosis_3297	symptom	cc67
diagnosis_3298	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_3298	age_group	superaged
diagnosis_3298	age	age_15
diagnosis_3298	weight	weight_202
diagnosis_3298	prescription	rx_30
rx_30	prescription_code	8806498019126
diagnosis_3298	disease	disease_186
diagnosis_3298	disease	disease_404
diagnosis_3298	disease	disease_14
diagnosis_3298	disease	disease_16
diagnosis_3298	disease	disease_13
diagnosis_3298	disease	disease_56
diagnosis_3298	disease	cc92
diagnosis_3298	disease	disease_58
diagnosis_3298	disease	disease_116
diagnosis_3298	memo	memo_6595
diagnosis_3298	symptom	cc1045
diagnosis_3298	symptom	cc1073
diagnosis_3299	pet_number	pet_156-5755
pet_156-5755	species	Canine
pet_156-5755	breed	Poodle
pet_156-5755	gender	gender_4
diagnosis_3299	age_group	superaged
diagnosis_3299	age	age_15
diagnosis_3299	weight	weight_55
diagnosis_3299	treatment	rx_282
rx_282	treatment_code	HA005
diagnosis_3299	disease	disease_80
disease_80	main_category	호흡기
diagnosis_3299	disease	disease_14
diagnosis_3299	memo	memo_6597
diagnosis_3299	symptom	cc1054
diagnosis_3299	symptom	cc1055
diagnosis_3299	symptom	cc1056
diagnosis_3300	pet_number	pet_156-5833
pet_156-5833	species	Canine
pet_156-5833	breed	Maltese
pet_156-5833	gender	gender_3
diagnosis_3300	age_group	old-age
diagnosis_3300	age	age_8
diagnosis_3300	weight	weight_301
diagnosis_3300	disease	disease_2
diagnosis_3300	memo	memo_6599
diagnosis_3300	symptom	cc1074
diagnosis_3301	pet_number	pet_156-5962
pet_156-5962	species	Canine
pet_156-5962	breed	Maltese
pet_156-5962	gender	gender_4
diagnosis_3301	age_group	superaged
diagnosis_3301	age	age_16
diagnosis_3301	weight	weight_36
diagnosis_3301	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_3301	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3301	treatment	rx_85
rx_85	treatment_code	DC003
diagnosis_3301	treatment	rx_89
rx_89	treatment_code	FA006
diagnosis_3301	treatment	rx_141
rx_141	treatment_code	TREATTX-0013-00023
diagnosis_3301	treatment	rx_458
rx_458	treatment_code	GF002
diagnosis_3301	disease	disease_403
diagnosis_3301	disease	disease_111
diagnosis_3301	memo	memo_6601
diagnosis_3301	symptom	cc67
diagnosis_3302	pet_number	pet_156-5944
pet_156-5944	species	Canine
pet_156-5944	breed	Yorkshire Terrier
pet_156-5944	gender	gender_3
diagnosis_3302	age_group	superaged
diagnosis_3302	age	age_15
diagnosis_3302	weight	weight_69
diagnosis_3302	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3302	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3302	treatment	rx_63
rx_63	treatment_code	TREATTX-0000-00368
diagnosis_3302	treatment	rx_237
rx_237	treatment_code	TREATTX-0000-00458
diagnosis_3302	disease	disease_3
disease_3	main_category	일반
diagnosis_3302	memo	memo_6603
diagnosis_3302	symptom	cc1075
diagnosis_3303	pet_number	pet_156-5326
pet_156-5326	species	Canine
pet_156-5326	breed	Yorkshire Terrier
pet_156-5326	gender	gender_4
diagnosis_3303	age_group	superaged
diagnosis_3303	age	age_14
diagnosis_3303	weight	weight_0
diagnosis_3303	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3303	treatment	rx_74
rx_74	treatment_code	TXTEMP0019
diagnosis_3303	treatment	rx_510
rx_510	treatment_code	TREATTX-0000-00539
diagnosis_3303	treatment	rx_121
rx_121	treatment_code	EAE011
diagnosis_3303	treatment	rx_47
rx_47	treatment_code	TREATTX-0000-00094
diagnosis_3303	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3303	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3303	disease	disease_30
disease_30	main_category	호흡기
diagnosis_3303	disease	disease_14
diagnosis_3303	disease	disease_13
diagnosis_3303	memo	memo_6605
diagnosis_3303	symptom	cc150
diagnosis_3303	symptom	cc39
diagnosis_3303	symptom	cc319
diagnosis_3304	pet_number	pet_156-5833
pet_156-5833	species	Canine
pet_156-5833	breed	Maltese
pet_156-5833	gender	gender_3
diagnosis_3304	age_group	old-age
diagnosis_3304	age	age_8
diagnosis_3304	weight	weight_301
diagnosis_3304	disease	disease_2
diagnosis_3304	memo	memo_6607
diagnosis_3305	pet_number	pet_156-5956
pet_156-5956	species	Canine
pet_156-5956	breed	Yorkshire Terrier
pet_156-5956	gender	gender_3
diagnosis_3305	age_group	old-age
diagnosis_3305	age	age_11
diagnosis_3305	weight	weight_61
diagnosis_3305	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3305	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3305	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3305	disease	disease_2
diagnosis_3305	memo	memo_6609
diagnosis_3305	symptom	cc1050
diagnosis_3306	pet_number	pet_156-5191
pet_156-5191	species	Canine
pet_156-5191	breed	Shih Tzu
pet_156-5191	gender	gender_3
diagnosis_3306	age_group	old-age
diagnosis_3306	age	age_9
diagnosis_3306	weight	weight_310
diagnosis_3306	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3306	treatment	rx_10
rx_10	treatment_code	TREATTX-0002-00027
diagnosis_3306	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3306	disease	disease_275
diagnosis_3306	memo	memo_6611
diagnosis_3307	pet_number	pet_156-5676
pet_156-5676	species	Canine
pet_156-5676	breed	Cocker Spaniel
pet_156-5676	gender	gender_4
diagnosis_3307	age_group	superaged
diagnosis_3307	age	age_15
diagnosis_3307	weight	weight_202
diagnosis_3307	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3307	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3307	treatment	rx_477
rx_477	treatment_code	TREATTX-0000-00543
diagnosis_3307	treatment	rx_4
rx_4	treatment_code	EAB013
diagnosis_3307	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_3307	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3307	disease	disease_186
diagnosis_3307	disease	cc92
diagnosis_3307	disease	disease_58
diagnosis_3307	disease	disease_116
diagnosis_3307	disease	disease_56
diagnosis_3307	disease	disease_404
diagnosis_3307	disease	disease_14
diagnosis_3307	disease	disease_16
diagnosis_3307	disease	disease_13
diagnosis_3307	memo	memo_6613
diagnosis_3307	symptom	cc1045
diagnosis_3307	symptom	cc1073
diagnosis_3308	pet_number	pet_156-5817
pet_156-5817	species	Canine
pet_156-5817	breed	Maltese
pet_156-5817	gender	gender_3
diagnosis_3308	age_group	superaged
diagnosis_3308	age	age_17
diagnosis_3308	weight	weight_125
diagnosis_3308	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3308	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3308	treatment	rx_44
rx_44	treatment_code	TREATTX-0000-00209
diagnosis_3308	disease	disease_275
diagnosis_3308	disease	disease_184
diagnosis_3308	memo	memo_6615
diagnosis_3308	symptom	cc787
diagnosis_3308	symptom	disease_233
diagnosis_3309	pet_number	pet_156-5967
pet_156-5967	species	Canine
pet_156-5967	breed	Bichon Frise
pet_156-5967	gender	gender_4
diagnosis_3309	age_group	adult
diagnosis_3309	age	age_4
diagnosis_3309	treatment	rx_40
rx_40	treatment_code	TREATTX-0013-00001
diagnosis_3309	disease	disease_2
diagnosis_3309	memo	memo_6617
diagnosis_3309	symptom	cc1076
diagnosis_3310	pet_number	pet_156-5818
pet_156-5818	species	Canine
pet_156-5818	breed	Maltese
pet_156-5818	gender	gender_4
diagnosis_3310	age_group	old-age
diagnosis_3310	age	age_9
diagnosis_3310	weight	weight_52
diagnosis_3310	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3310	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3310	treatment	rx_8
rx_8	treatment_code	TREATTX-0000-00341
diagnosis_3310	treatment	rx_88
rx_88	treatment_code	TREATTX-0000-00442
diagnosis_3310	treatment	rx_55
rx_55	treatment_code	TREATTX-0000-00335
diagnosis_3310	disease	disease_400
diagnosis_3310	disease	disease_401
diagnosis_3310	disease	disease_18
diagnosis_3310	disease	disease_14
diagnosis_3310	memo	memo_6619
diagnosis_3310	symptom	cc1072
diagnosis_3311	pet_number	pet_156-5916
pet_156-5916	species	Canine
pet_156-5916	breed	Poodle
pet_156-5916	gender	gender_3
diagnosis_3311	age_group	old-age
diagnosis_3311	age	age_12
diagnosis_3311	weight	weight_46
diagnosis_3311	disease	disease_2
diagnosis_3311	memo	memo_6621
diagnosis_3311	symptom	cc1067
diagnosis_3312	pet_number	pet_156-5755
pet_156-5755	species	Canine
pet_156-5755	breed	Poodle
pet_156-5755	gender	gender_4
diagnosis_3312	age_group	superaged
diagnosis_3312	age	age_15
diagnosis_3312	weight	weight_55
diagnosis_3312	disease	disease_2
diagnosis_3312	memo	memo_6623
diagnosis_3312	symptom	cc1077
diagnosis_3313	pet_number	pet_156-5917
pet_156-5917	species	Canine
pet_156-5917	breed	Labrador Retriever
pet_156-5917	gender	gender_3
diagnosis_3313	age_group	old-age
diagnosis_3313	age	age_7
diagnosis_3313	weight	weight_147
diagnosis_3313	disease	disease_2
diagnosis_3313	memo	memo_6625
diagnosis_3313	symptom	cc1078
diagnosis_3314	pet_number	pet_156-4663
pet_156-4663	species	Canine
pet_156-4663	breed	새퍼드
pet_156-4663	gender	gender_1
diagnosis_3314	age_group	adult
diagnosis_3314	age	age_6
diagnosis_3314	weight	weight_136
diagnosis_3314	treatment	rx_263
rx_263	treatment_code	TREATTX-0003-00017
diagnosis_3314	treatment	rx_514
rx_514	treatment_code	TREATTX-0000-00554
diagnosis_3314	treatment	rx_264
rx_264	treatment_code	TREATTX-0003-00016
diagnosis_3314	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_3314	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_3314	disease	disease_2
diagnosis_3314	memo	memo_6627
diagnosis_3314	symptom	cc50
diagnosis_3315	pet_number	pet_156-5755
pet_156-5755	species	Canine
pet_156-5755	breed	Poodle
pet_156-5755	gender	gender_4
diagnosis_3315	age_group	superaged
diagnosis_3315	age	age_15
diagnosis_3315	weight	weight_55
diagnosis_3315	treatment	rx_102
rx_102	treatment_code	TREATTX-0009-00002
diagnosis_3315	treatment	rx_142
rx_142	treatment_code	JA007
diagnosis_3315	treatment	rx_306
rx_306	treatment_code	TREATTX-0004-00014
diagnosis_3315	treatment	rx_138
rx_138	treatment_code	TREATTX-0000-00176
diagnosis_3315	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3315	treatment	rx_477
rx_477	treatment_code	TREATTX-0000-00543
diagnosis_3315	treatment	rx_481
rx_481	treatment_code	TREATTX-0000-00533
diagnosis_3315	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_3315	treatment	rx_378
rx_378	treatment_code	EAD001
diagnosis_3315	disease	disease_402
diagnosis_3315	disease	disease_68
diagnosis_3315	disease	disease_14
diagnosis_3315	memo	memo_6629
diagnosis_3316	pet_number	pet_156-5972
pet_156-5972	species	Canine
pet_156-5972	breed	Brittany
pet_156-5972	gender	gender_4
diagnosis_3316	age_group	old-age
diagnosis_3316	age	age_8
diagnosis_3316	disease	disease_2
diagnosis_3316	memo	memo_6631
diagnosis_3316	symptom	cc330
diagnosis_3317	pet_number	pet_156-5916
pet_156-5916	species	Canine
pet_156-5916	breed	Poodle
pet_156-5916	gender	gender_3
diagnosis_3317	age_group	old-age
diagnosis_3317	age	age_12
diagnosis_3317	weight	weight_46
diagnosis_3317	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3317	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3317	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3317	treatment	rx_485
rx_485	treatment_code	TREATTX-0000-00532
diagnosis_3317	treatment	rx_478
rx_478	treatment_code	TREATTX-0000-00537
diagnosis_3317	treatment	rx_10
rx_10	treatment_code	TREATTX-0002-00027
diagnosis_3317	treatment	rx_321
rx_321	treatment_code	TREATTX-0000-00415
diagnosis_3317	treatment	rx_79
rx_79	treatment_code	TREATTX-0000-00423
diagnosis_3317	disease	disease_405
disease_405	main_category	소화기
diagnosis_3317	memo	memo_6633
diagnosis_3317	symptom	cc1079
diagnosis_3318	pet_number	pet_156-4800
pet_156-4800	species	Canine
pet_156-4800	breed	Maltese
pet_156-4800	gender	gender_3
diagnosis_3318	age_group	superaged
diagnosis_3318	age	age_14
diagnosis_3318	weight	weight_298
diagnosis_3318	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3318	treatment	rx_477
rx_477	treatment_code	TREATTX-0000-00543
diagnosis_3318	treatment	rx_481
rx_481	treatment_code	TREATTX-0000-00533
diagnosis_3318	treatment	rx_495
rx_495	treatment_code	TREATTX-0000-00542
diagnosis_3318	treatment	rx_208
rx_208	treatment_code	TREATTX-0000-00328
diagnosis_3318	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3318	disease	disease_3
disease_3	main_category	일반
diagnosis_3318	memo	memo_6635
diagnosis_3318	symptom	cc887
diagnosis_3319	pet_number	pet_156-5269
pet_156-5269	species	Canine
pet_156-5269	breed	Mixed
pet_156-5269	gender	gender_4
diagnosis_3319	age_group	adult
diagnosis_3319	age	age_6
diagnosis_3319	weight	weight_72
diagnosis_3319	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3319	treatment	rx_72
rx_72	treatment_code	TREATTX-0000-00376
diagnosis_3319	disease	disease_207
disease_207	main_category	피부
diagnosis_3319	memo	memo_6637
diagnosis_3319	symptom	cc77
diagnosis_3320	pet_number	pet_156-5828
pet_156-5828	species	Canine
pet_156-5828	breed	Maltese
pet_156-5828	gender	gender_3
diagnosis_3320	age_group	old-age
diagnosis_3320	age	age_12
diagnosis_3320	weight	weight_75
diagnosis_3320	treatment	rx_7
rx_7	treatment_code	TREATTX-0001-00008
diagnosis_3320	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3320	treatment	rx_5
rx_5	treatment_code	TREATTX-0002-00013
diagnosis_3320	treatment	rx_179
rx_179	treatment_code	TREATTX-0000-00141
diagnosis_3320	treatment	rx_88
rx_88	treatment_code	TREATTX-0000-00442
diagnosis_3320	disease	disease_80
disease_80	main_category	호흡기
diagnosis_3320	disease	disease_56
diagnosis_3320	memo	memo_6639
diagnosis_3321	pet_number	pet_156-2318
pet_156-2318	species	Canine
pet_156-2318	breed	Poodle
pet_156-2318	gender	gender_3
diagnosis_3321	age_group	old-age
diagnosis_3321	age	age_9
diagnosis_3321	weight	weight_47
diagnosis_3321	treatment	rx_0
rx_0	treatment_code	TREATTX-0000-00120
diagnosis_3321	treatment	rx_2
rx_2	treatment_code	SSSS011
diagnosis_3321	treatment	rx_1
rx_1	treatment_code	SSSS006
diagnosis_3321	treatment	rx_54
rx_54	treatment_code	TREATTX-0000-00235
diagnosis_3321	treatment	rx_478
rx_478	treatment_code	TREATTX-0000-00537
diagnosis_3321	treatment	rx_37
rx_37	treatment_code	EF011
diagnosis_3321	treatment	rx_56
rx_56	treatment_code	EF009
diagnosis_3321	disease	disease_2
diagnosis_3321	memo	memo_6641
